filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00004.wav,0.30859012856117257,0.09156321734189987,1835.4946026974155,1748.3624479399598,3580.945013182082,0.1015001421004257,-160.26603131204314,126.19880035247765,-35.60544845918252,22.153301100303295,-32.489269718599594,10.864512121065406,-23.35792855268909,0.5031167476365925,-11.805831151344032,1.2068040905229307,-13.083820346993129,-2.8063846513495494,-6.9341222190297405,-7.558618517303634,-9.17355224576495,-4.512165857702401,-5.453538227161691,-0.9241616362496883,-4.409332520012485,-11.703781256341864,blues
blues.00006.wav,0.291308001551305,0.141795814037323,1459.0784829340496,1388.913311642974,2795.6164286232583,0.07302790308146284,-190.14946906138584,130.29694985218086,-36.34413749049893,33.01304990327305,11.106935719688439,-0.615158439451353,-20.862009396739534,0.27009095953593465,-6.489759576820215,-5.517093315949822,-7.840327899427307,-3.125678396184951,-6.593118116807896,-9.942267673615646,-6.537223919105149,-10.064754685616892,-10.912171208018243,-6.972478925248096,-3.4490333579949013,-6.4955105862923785,blues
blues.00007.wav,0.30792101627017127,0.13178548216819763,1451.7541469438254,1577.36991682362,2955.348796076819,0.06143500266060371,-179.39544651253348,136.45924375841173,-26.65635843388608,39.98802634358455,5.289679687944444,10.924426599693252,-20.561888863752845,8.513764072788073,-11.35690802531614,-3.4690775427418625,-8.414554273333428,-6.954827050834744,-3.544535367633792,-8.051242233799462,-8.959536686414596,-8.424337154334946,-10.558884907427993,-10.788158945857656,-4.69374851852453,-8.638613350784253,blues
blues.00003.wav,0.4047790020823177,0.14119118452072144,1070.1199528496243,1596.333947566406,2185.028454098539,0.03330894446594427,-199.43114442748842,150.0992177759093,5.647594332847339,26.87192746287775,1.7544625851576359,14.238344233766266,-4.830882159398033,9.297965254861873,-0.7577411664667489,8.149012193903559,-3.1963135355380277,6.08767594597448,-2.4764204858890757,-1.0738903873065544,-2.874777414556118,0.7809762886573688,-3.3169321904721234,0.6379808756927808,-0.6196898104827796,-3.408233236748752,blues
blues.00005.wav,0.30234642659000893,0.10346758365631104,1831.9423676052854,1729.4832410544118,3480.9372845818016,0.09403986975135449,-177.86904796625112,118.19691574577745,-17.550672272035754,30.7586342505214,-21.742745723479523,11.903801534757894,-20.73424835169182,3.180597070181562,-8.583483561965929,-0.9364876396389936,-11.776273184061147,-2.420614725994916,-9.339364619500497,-9.939324932673188,-3.909892075339045,-5.570624746769765,-1.8390232131861317,-2.7784210893615926,-3.0468661562031407,-8.115809010722993,blues
blues.00001.wav,0.3409831623065115,0.09591842442750931,1529.8353160501547,2038.6175790751938,3548.8202074363876,0.056044256724071206,-207.55679576877776,124.00671682709117,8.930562003315817,35.8746841702711,2.9160380087967273,21.523724595958235,-8.554702852569553,23.358672225104158,-10.10361616531556,11.903743333880552,-5.560387030084582,5.3768018915799685,-2.2391191976384994,4.216962985210169,-6.0122731588612215,0.9361084726717035,-0.7165367754241745,0.29387510891786406,-0.2874306157933508,0.5315728682768106,blues
blues.00000.wav,0.34994319677117947,0.13022463023662567,1784.4204468308947,2002.6501918095707,3806.4853160373937,0.08306639113293343,-113.5967422507921,121.557301938019,-19.158824580674118,42.35102875998989,-6.376457078286397,18.61887471961833,-13.697910851147581,15.344630201133173,-12.285265751907595,10.980490830140734,-8.324323391325118,8.81066832068349,-3.6673674351422187,5.75169039407092,-5.162761364527183,0.7509466020143414,-1.6919372526463532,-0.4099536995564786,-2.3002080817282766,1.2199281591926325,blues
blues.00002.wav,0.36360283814721484,0.17557303607463837,1552.4819583168037,1747.1659849013058,3040.514947755418,0.07630074799245357,-90.75439378378428,140.45990680435418,-29.109965203027393,31.689014299811188,-13.987035915669626,25.754761073596917,-13.649585817907184,11.629270918716145,-11.78058883640266,9.706442270197105,-13.12311136833254,5.789264800039083,-8.905224348623664,-1.0837200497829413,-9.21835884800772,2.4558051847145754,-7.726901276687573,-1.8157238849760895,-3.4334342250710193,-2.226821485424325,blues
blues.00012.wav,0.2693200208988759,0.11907171458005905,1361.0454676154725,1567.8045960055292,2739.6251005284926,0.06912392064144737,-207.20808026821604,132.79917574514312,-15.438985855441052,60.98672728308953,0.7258067314181531,12.43782794774994,1.1838354919927883,-1.5407792265157838,-17.888154105035717,8.358496320352483,-2.4520677898214363,-0.6132480202703045,0.38487725190350575,2.605128033058473,-5.188923832376972,-9.527455233748123,-9.244394096693012,-2.8482737320172062,-1.4187068696976843,-5.9326069597934055,blues
blues.00020.wav,0.30273231628558545,0.07538686692714691,1389.9555102010443,1911.4851515526304,3005.773491165586,0.05256015080785604,-230.41301812766037,127.09418597365611,7.1510999211066455,39.782090261962544,1.95113200559351,17.41168888794185,-5.6255765530973685,8.252521338309341,-18.105353388133338,13.83934308092886,-3.7635852211275336,2.5612433370238827,-4.329452537312816,6.817760582164522,-6.157659483973434,-6.2147582797715755,-4.515433887082862,-1.850599647705637,-0.5390561933984089,1.5080264299516708,blues
blues.00014.wav,0.32916273529832385,0.06698053330183029,1172.06569542033,1705.8175016180705,2344.952487059791,0.045045834945820436,-305.7051872567539,113.06091137851217,12.11872261284509,45.03000323333073,17.76975938138421,14.579916748805958,4.166733615167372,0.22527315181331348,-7.021746768529255,13.644271537829615,8.93452898905532,1.2984780670654275,5.954477747740265,8.54386690550636,1.1176637547150958,0.5915586686136077,0.05747390610173494,-3.7123415744217962,-1.0044480613872089,-1.8024338574048686,blues
blues.00021.wav,0.32108479324088063,0.10115946829319,1046.7488400703567,1480.9337636599641,1830.7889294698143,0.04793735185274768,-264.69839879358955,138.8559765876631,11.186485915899246,48.520341721562275,14.915178452328451,20.572825618411485,3.207814515654292,1.247170966386884,-15.846408121412502,15.98690918483579,3.3688140029145424,-1.5201285821221358,1.8947265815162564,6.32555220798875,-0.9866071243162063,-2.4128603416964376,-3.6830631119600707,0.4969449269035385,5.046816378939485,-0.7800095027118478,blues
